name,age,nationality,club,overall,potential,valueEuros,weakFoot,skillMoves,position,pace,shooting,passing,dribbling,defending,physical
O. Mbaizo,21,Cameroon,Philadelphia Union,61,72,400000,2,2,SUB,81,36,52,63,57,63
A. Gamboa,20,Costa Rica,Waasland-Beveren,61,72,400000,3,2,RES,49,27,46,48,58,71
Y. Al Bakr,21,Saudi Arabia,Al Ahli,61,72,400000,3,2,SUB,79,27,50,61,55,56
G. Ganea,20,Romania,FC Viitorul,61,72,450000,3,2,ST,73,59,40,58,19,63
N. Tarnat,21,Germany,Hannover 96,61,72,400000,3,2,SUB,64,57,58,60,57,60
P. Vroegh,19,Netherlands,Vitesse,61,72,425000,3,2,SUB,64,45,62,60,52,58
Bermejo,21,Spain,RC Celta,61,72,425000,3,3,RES,70,46,55,68,31,43
F. Arce,22,United States,Club Tijuana,61,71,400000,3,2,SUB,62,53,59,59,58,73
S. Bastoni,22,Italy,Spezia,61,71,400000,2,3,SUB,64,52,60,64,51,59
G. Sbrissa,22,Italy,Sassuolo,61,71,400000,3,3,RES,58,50,58,63,55,62
C. Blackett-Taylor,21,England,Tranmere Rovers,61,71,400000,2,3,LM,88,53,52,62,22,64
R. McKenzie,20,England,Hull City,61,71,375000,2,2,SUB,60,36,50,50,60,66
J. Salas,22,Chile,Coquimbo Unido,61,71,375000,3,2,RB,83,33,57,59,56,49
J. Bitter,22,Germany,MSV Duisburg,61,71,375000,4,2,RB,62,32,49,52,61,67
Eliseo Falcón,22,Spain,Levante UD,61,71,375000,3,2,RES,37,29,43,43,60,67
M. Christensen,21,Denmark,Aalborg BK,61,71,400000,3,2,SUB,64,46,60,58,61,68
P. Tomczyk,21,Poland,Lech Poznań,61,71,425000,2,2,SUB,83,57,40,59,23,58
A. Al Najjar,22,Saudi Arabia,Abha Club,61,71,400000,3,3,RW,78,56,57,63,44,53
A. Al Khulaif,22,Saudi Arabia,Al Wehda,61,71,400000,3,2,SUB,86,48,53,67,22,35
K. Tagawa,20,Japan,FC Tokyo,61,71,425000,2,2,SUB,84,56,45,59,30,71
M. Chajia,21,Belgium,Ascoli,61,71,425000,3,3,SUB,72,56,56,65,26,41
T. Archibald,21,Scotland,Macclesfield Town,61,71,400000,3,3,RWB,75,62,53,64,43,60
J. Schau,20,Germany,FC Carl Zeiss Jena,61,71,400000,5,2,SUB,72,43,57,63,54,64
Prendes,22,Spain,UD Almería,61,71,375000,3,2,RES,68,31,37,40,61,65
K. Gutiérrez,22,Argentina,Godoy Cruz,61,71,400000,2,2,SUB,74,49,60,63,58,60
P. Michael,21,Nigeria,Vålerenga Fotball,61,71,425000,3,2,RES,69,57,46,59,35,69
E. Cerna,21,Mexico,Tigres U.A.N.L.,61,71,400000,2,2,RES,70,55,56,65,31,43
H. Magnetti,21,France,Stade Brestois 29,61,71,400000,3,3,SUB,58,46,59,65,54,63
R. Paparelli,22,Argentina,Club Atlético Talleres,61,71,375000,4,2,SUB,54,31,40,42,60,63
D. Jones,22,United States,New England Revolution,61,71,400000,3,2,SUB,83,57,55,62,56,62
E. Díaz,23,Argentina,Club Atlético Talleres,61,71,375000,2,2,SUB,61,31,46,56,62,58
P. Tawiah,20,Ghana,SC Paderborn 07,61,71,375000,3,2,RES,71,29,47,65,59,54
D. González,20,Chile,CD O'Higgins,61,71,400000,3,2,SUB,62,54,58,64,50,60
A. Uribe,20,Chile,Monarcas Morelia,61,71,400000,3,2,RES,63,55,61,61,41,47
M. Ngalina,19,DR Congo,Philadelphia Union,61,71,400000,3,2,RES,89,58,52,65,25,57
N. Blumberg,22,Germany,Chemnitzer FC,61,71,400000,3,2,SUB,80,59,53,65,16,49
L. Bell Bell,22,Cameroon,1. FC Magdeburg,61,71,400000,3,2,SUB,80,58,54,62,36,62
Jota Gonçalves,19,Portugal,CD Tondela,61,71,350000,3,2,RES,60,31,33,44,62,65
J. Ipalibo,21,Nigeria,Strømsgodset IF,61,71,375000,2,2,SUB,59,45,58,60,57,60
B. Walker,23,England,Shrewsbury,61,70,375000,3,2,SUB,67,59,57,63,53,70
M. Willock,22,England,Gillingham,61,70,375000,3,3,SUB,70,55,57,66,50,66
C. Baker-Richardson,23,England,Accrington Stanley,61,70,400000,3,2,SUB,66,58,39,53,19,57
V. Moreno,24,Colombia,Atlético Huila,61,70,350000,2,2,RCB,71,42,50,53,58,69
José León,24,Spain,Rayo Vallecano,61,70,350000,3,2,RES,55,32,47,44,61,61
P. Ng,23,England,Crewe Alexandra,61,70,350000,4,2,RB,71,42,52,54,59,67
V. Adeboyejo,21,Nigeria,Bristol Rovers,61,70,400000,3,2,SUB,73,59,47,61,27,67
J. Ramos,22,Uruguay,Spezia,61,70,350000,4,2,LB,59,35,48,63,60,60
M. Kelly,21,Scotland,Bristol Rovers,61,70,350000,2,2,SUB,77,37,53,59,56,64
K. Twardek,22,Canada,Sligo Rovers,61,70,400000,3,3,RW,77,54,55,60,36,63
C. Harkin,23,Northern Ireland,Derry City,61,70,375000,3,2,LCM,68,57,62,58,53,59
D. Sula,21,Belgium,Waasland-Beveren,61,70,400000,3,2,SUB,64,60,54,62,19,60
A. Pattison,21,England,Wycombe Wanderers,61,70,375000,3,2,RCM,71,49,57,64,52,62
F. Benko,21,Germany,LASK Linz,61,70,400000,3,3,SUB,62,51,59,66,43,57
R. Ito,21,Japan,Oita Trinita,61,70,400000,2,3,RES,81,48,52,66,42,57
A. Bifulco,22,Italy,Napoli,61,70,400000,3,2,RES,67,45,61,62,38,45
Kaiser,23,Spain,SD Eibar,61,70,350000,3,2,RES,61,34,42,42,62,58
D. Watts,22,Republic of Ireland,Shamrock Rovers,61,70,375000,3,3,RDM,66,57,60,63,49,55
C. Wood,22,England,Bradford City,61,70,350000,2,2,LM,69,35,46,61,60,65
L. Lemoine,21,Belgium,KV Mechelen,61,70,350000,2,2,SUB,59,26,38,37,61,64
B. Koglin,22,Germany,1. FC Magdeburg,61,70,350000,3,2,SUB,68,21,45,46,60,65
José Alonso,23,Spain,UD Almería,61,70,350000,3,2,RES,61,24,35,39,61,62
Lee Seung Mo,21,Korea Republic,Pohang Steelers,61,70,350000,3,2,SUB,69,45,56,59,56,67
G. Weissbeck,22,France,FC Sochaux-Montbéliard,61,70,400000,2,3,CAM,62,49,62,62,38,48
D. Lippert,23,Germany,1. FC Nürnberg,61,70,350000,3,2,RES,66,31,48,60,59,48
T. Hara,20,Japan,Sagan Tosu,61,70,350000,3,2,RB,61,40,55,60,59,62
S. Reyes,21,Mexico,Monarcas Morelia,61,70,400000,3,2,RES,76,56,54,61,27,46
Rayco,22,Spain,CD Lugo,61,70,400000,3,2,RES,71,55,61,62,44,58
P. Harant,20,Germany,1. FC Magdeburg,61,70,350000,3,2,SUB,52,47,43,53,59,68
S. Milewski,21,Poland,Piast Gliwice,61,70,350000,2,2,SUB,56,39,54,56,59,65
M. Erlić,21,Croatia,Spezia,61,70,350000,3,2,SUB,45,31,34,38,63,62
J. Bühler,21,Germany,Fortuna Düsseldorf,61,70,400000,3,2,RES,67,50,56,64,26,59
L. Prip,22,Denmark,AC Horsens,61,70,400000,3,3,RM,75,48,56,62,30,57
Andre Shinyashiki,22,Brazil,Colorado Rapids,61,70,400000,3,2,LM,74,60,48,62,34,57
Marcos Isla,22,Spain,CD Numancia,61,70,350000,3,3,SUB,60,32,38,31,63,61
N. Nöstlinger,21,Belgium,RKC Waalwijk,61,70,400000,3,3,SUB,70,58,61,62,37,53
Javi Navarro,22,Spain,Cádiz CF,61,70,400000,3,2,RES,70,54,53,64,25,50
O. Erdogan,20,Germany,SC Preußen Münster,61,70,350000,2,2,SUB,60,35,48,38,60,67
A. Nollenberger,22,Germany,Bayern München II,61,70,400000,3,2,RES,71,53,52,64,40,60
F. Kunze,21,Germany,DSC Arminia Bielefeld,61,70,350000,3,2,SUB,59,37,51,49,61,65
M. Saglam,21,Turkey,Fenerbahçe SK,61,70,350000,2,2,SUB,65,40,59,66,60,49
Brunet,21,Argentina,CD Lugo,61,70,350000,3,2,RES,62,44,63,59,60,54
A. Kiwomya,23,England,Doncaster Rovers,61,69,375000,3,3,SUB,94,53,50,63,20,54
S. Ayala,23,Colombia,Jaguares de Córdoba,61,69,350000,3,2,SUB,64,46,55,60,56,73
D. Vitturini,22,Italy,Pescara,61,69,325000,2,2,SUB,65,23,42,58,59,65
D. Thomas,23,Scotland,Kilmarnock,61,69,375000,3,3,SUB,69,51,61,62,51,57
E. Haugan,21,Norway,Östersunds FK,61,69,350000,2,2,SUB,60,27,44,54,60,62
J. McGrath,22,Republic of Ireland,Dundalk,61,69,375000,3,3,SUB,76,55,58,64,44,63
M. Mara,22,Guinea,FC Lorient,61,69,375000,3,2,RES,74,64,52,65,22,40
S. McMann,22,Scotland,Hamilton Academical FC,61,69,325000,3,2,LCB,56,33,45,61,59,66
J. Robles,22,Mexico,U.N.A.M.,61,69,325000,2,2,SUB,70,33,49,60,65,47
J. Sterry,23,England,Newcastle United,61,69,325000,3,2,RES,64,36,52,60,60,64
A. May,21,England,Swindon Town,61,69,375000,2,2,SUB,72,55,53,59,52,66
E. Adebayo,21,England,Walsall,61,69,375000,3,3,LS,74,57,48,58,35,76
F. Saavedra,22,Chile,Curicó Unido,61,69,325000,2,3,SUB,79,44,58,64,55,61
R. Charles-Cook,22,England,Gillingham,61,69,375000,2,3,CAM,83,51,56,64,53,66
G. Morelli,22,Italy,Livorno,61,69,325000,3,2,RES,57,29,49,56,58,55
E. Montaño,23,Colombia,Once Caldas,61,69,350000,3,2,RES,61,44,54,62,58,64
S. Fujitani,21,Japan,Vissel Kobe,61,69,325000,3,2,RES,80,30,46,54,57,64
C. Daferner,21,Germany,FC Erzgebirge Aue,61,69,375000,3,2,SUB,58,61,40,54,24,58
D. Barbosa,22,Mexico,Club Atlas,61,69,325000,3,2,RB,70,37,50,61,59,64
T. Jacobsen,22,Germany,1. FC Magdeburg,61,69,325000,3,2,SUB,70,50,57,62,55,67
A. Vucenovic,21,Austria,SKN St. Pölten,61,69,375000,3,2,SUB,68,62,45,57,23,50
R. Strain,22,Australia,Adelaide United,61,69,325000,3,2,SUB,78,42,57,62,56,61
J. Lennon,21,Republic of Ireland,St. Patrick's Athletic,61,69,350000,4,2,CDM,47,51,59,57,58,66
S. Mailat,21,Romania,CFR Cluj,61,69,375000,3,3,RES,81,61,54,64,28,43
J. Suárez,22,United States,Querétaro,61,69,375000,3,2,RES,67,54,58,63,34,53
M. Khalfan,20,United Arab Emirates,Al Ain FC,61,69,375000,3,3,SUB,80,56,52,65,40,50
K. Kizito,22,Ghana,BK Häcken,61,69,375000,3,2,SUB,66,57,41,57,19,66
S. Nealis,22,United States,New York Red Bulls,61,69,325000,3,2,SUB,59,28,38,49,58,67
S. Conteh,22,Germany,1. FC Magdeburg,61,69,375000,2,2,SUB,85,55,49,65,35,59
C. Pepe,22,France,Livingston FC,61,69,325000,3,2,RES,69,29,42,39,56,78
K. Antonik,20,Poland,Arka Gdynia,61,69,375000,3,3,RM,83,54,54,59,30,63
H. Saghiri,22,Germany,Viktoria Köln,61,69,350000,3,2,RDM,63,52,55,61,56,62
S. Gassama,20,Mali,CF Fuenlabrada,61,69,325000,2,2,RES,75,41,42,50,59,77
Pedro Augusto,22,Brazil,CD Tondela,61,69,350000,5,2,LCM,60,41,57,59,59,58
B. Albayrak,21,Turkey,Çaykur Rizespor,61,69,350000,2,2,SUB,66,31,30,39,64,64
G. Ray,25,Wales,Tranmere Rovers,61,68,325000,2,2,RCB,62,17,25,51,60,69
J. Sheehan,24,Wales,Newport County,61,68,350000,3,3,CDM,67,53,58,63,53,65
N. Konstandopoulos,23,Australia,Adelaide United,61,68,350000,3,3,RCM,70,46,58,63,53,61
M. Castroman,24,Switzerland,FC Thun,61,68,350000,3,3,RCM,66,53,62,63,38,47
F. Aliti,25,Albania,Kalmar FF,61,68,325000,2,2,LCB,66,35,46,50,61,62
C. Cooke,22,England,Peterborough United,61,68,350000,2,2,RES,57,51,58,63,53,60
W. Boyle,23,England,Cheltenham Town,61,68,325000,2,2,LCB,55,27,36,37,61,70
M. Eberwein,23,Germany,Holstein Kiel,61,68,350000,4,3,SUB,72,62,55,58,34,66
J. McDonagh,23,Northern Ireland,Derry City,61,68,325000,3,2,RM,81,55,56,62,57,56
S. Sefil,25,France,Oldham Athletic,61,68,325000,2,2,RCB,58,30,39,33,59,74
D. Contreras,25,Colombia,Rionegro Águilas,61,68,325000,2,2,SUB,72,41,55,60,56,60
P. Kpozo,21,Ghana,Östersunds FK,61,68,325000,2,2,SUB,80,34,56,64,53,69
W. McDonald,22,England,Walsall,61,68,350000,3,3,RES,80,52,53,63,33,62
K. O'Connor,24,Republic of Ireland,Cork City,61,68,325000,3,2,SUB,64,52,62,62,58,63
S. Alberto,23,Curacao,Sparta Rotterdam,61,68,325000,2,2,SUB,68,26,45,52,58,66
E. Dabo,23,Senegal,Valenciennes FC,61,68,325000,3,2,SUB,67,40,56,58,57,66
M. Hingerl,23,Germany,SG Sonnenhof Großaspach,61,68,350000,3,2,SUB,68,53,58,64,52,58
E. Maury,23,France,Rodez Aveyron Football,61,68,325000,3,2,SUB,44,35,52,60,59,63
A. Jakupović,21,Austria,Empoli,61,68,350000,3,2,RES,58,62,43,55,33,65
S. Cordero,23,Chile,CD Antofagasta,61,68,325000,3,2,SUB,58,40,51,55,63,57
S. Johansen,23,Norway,Mjøndalen IF,61,68,325000,2,2,LCB,58,31,29,49,60,71
B. Gyamfi,23,Ghana,Benevento,61,68,325000,2,2,SUB,78,32,44,52,60,67
M. De Marchi,24,Italy,Cittadella,61,68,350000,3,2,RES,62,64,39,53,21,58
C. Bramall,23,England,Colchester United,61,68,325000,2,2,SUB,83,44,54,60,55,59
H. Wingo,23,United States,Molde FK,61,68,350000,3,2,SUB,74,54,55,61,46,66
D. Tuma,23,Germany,Chemnitzer FC,61,68,350000,3,2,SUB,87,51,53,64,27,53
M. Al Baqawi,23,Saudi Arabia,Al Shabab,61,68,325000,3,2,SUB,74,29,54,57,58,62
F. Piszczek,24,Poland,Cracovia,61,68,350000,2,2,SUB,82,56,48,61,26,62
F. Senninger,23,Germany,Hannover 96,61,68,325000,4,3,RES,85,28,44,59,56,55
B. Dione,22,Belgium,Royal Excel Mouscron,61,68,350000,2,3,SUB,75,58,49,67,18,37
M. Haarup,23,Denmark,Hobro IK,61,68,325000,4,2,LB,82,35,48,58,57,65
Luis Díaz,24,Spain,CD Lugo,61,68,350000,3,2,SUB,53,44,60,59,61,63
F. Arbeláez,22,Colombia,Independiente Santa Fe,61,68,325000,2,2,LB,73,37,51,59,60,63
J. Borgmann,21,Germany,SC Preußen Münster,61,68,325000,2,2,SUB,51,29,41,40,59,71
J. Heil,22,Austria,TSV Hartberg,61,68,350000,3,3,SUB,68,48,57,64,41,54
S. Perić,22,Austria,Wolfsberger AC,61,68,325000,3,2,SUB,71,31,50,47,57,65
J. Murray,23,Australia,Central Coast Mariners,61,68,350000,3,3,LS,67,61,43,59,18,60
C. Huerta,18,Mexico,Guadalajara,61,68,325000,3,2,SUB,65,57,60,59,37,55
H. García,22,Venezuela,Curicó Unido,61,68,350000,2,2,LW,78,58,57,64,32,51
A. Rwatubyaye,22,Rwanda,Colorado Rapids,61,68,325000,2,2,SUB,63,22,30,34,60,73
E. Azemović,22,Montenegro,Raków Częstochowa,61,68,325000,2,2,SUB,64,27,33,37,60,68
S. Najar,23,Tunisia,Viktoria Köln,61,68,350000,3,4,SUB,81,53,50,65,27,62
Lucas Soares,21,Brazil,Vitória Guimarães,61,68,325000,3,2,RES,75,37,54,65,57,59
R. Deaconu,22,Romania,Sepsi OSK,61,68,350000,3,2,RES,66,50,60,63,31,55
P. Mendy,23,France,Strømsgodset IF,61,68,325000,2,2,SUB,74,39,53,57,57,64
I. Furu,25,Norway,Ranheim Fotball,61,67,300000,3,2,LCB,49,36,46,46,58,73
L. López,25,Mexico,FC Juárez,61,67,300000,3,2,SUB,42,35,46,50,58,71
C. Norman,23,England,Walsall,61,67,300000,3,2,RWB,70,50,54,59,58,69
B. Utvik,23,Norway,Sarpsborg 08 FF,61,67,300000,3,2,RES,49,37,46,48,61,67
W. Aimson,25,Wales,Plymouth Argyle,61,67,300000,2,2,SUB,54,35,37,38,61,71
G. Davies,22,Sierra Leone,SKN St. Pölten,61,67,350000,3,2,SUB,79,48,56,67,39,54
T. Field,22,Republic of Ireland,Brentford,61,67,300000,3,3,RES,67,48,56,62,58,58
A. Kojić,23,Sweden,AFC Eskilstuna,61,67,300000,2,2,RB,78,33,47,56,58,67
D. Trichard,24,France,Clermont Foot 63,61,67,300000,3,2,SUB,69,55,58,63,56,57
D. Steininger,24,Germany,SpVgg Greuther Fürth,61,67,350000,3,2,RES,73,59,52,62,28,60
Zhong Jinbao,24,China PR,Henan Jianye FC,61,67,350000,3,2,SUB,65,52,56,58,56,70
T. Walker,23,England,Salford City,61,67,350000,3,3,SUB,75,56,57,62,43,61
M. Lund,23,Denmark,Odense Boldklub,61,67,300000,3,2,LCB,55,38,45,49,62,63
R. Chávez,24,Mexico,Club Necaxa,61,67,350000,3,2,LCM,66,33,59,64,61,57
J. Koutroumbis,21,Australia,Newcastle Jets,61,67,300000,3,2,SUB,71,24,47,62,62,61
S. Sørli,23,Norway,Kristiansund BK,61,67,350000,1,2,SUB,89,52,52,62,52,50
Kim Bo Seop,21,Korea Republic,Incheon United FC,61,67,350000,3,2,RS,77,58,49,62,20,68
L. Fritzson,23,Sweden,Östersunds FK,61,67,350000,3,3,RW,72,55,57,66,43,62
M. Feigenspan,23,Germany,Eintracht Braunschweig,61,67,350000,2,3,SUB,82,61,53,65,36,48
M. Lercher,23,Austria,SV Mattersburg,61,67,300000,3,2,SUB,69,32,54,58,59,62
A. Nathaniel-George,24,England,Crawley Town,61,67,350000,3,3,SUB,82,57,53,65,29,43
Y. Brun,24,France,Grenoble Foot 38,61,67,350000,3,2,SUB,66,61,52,62,29,51
Iago Indias,23,Spain,RCD Espanyol,61,67,300000,2,2,RES,56,38,47,48,61,60
J. Koenraat,23,Netherlands,RKC Waalwijk,61,67,350000,3,2,SUB,68,61,56,66,32,56
A. Răuță,23,Romania,Academica Clinceni,61,67,300000,2,2,RCB,57,43,42,39,61,64
Y. Ben Balla,23,France,MSV Duisburg,61,67,325000,3,2,LDM,66,52,51,61,58,62
M. Rodin,23,Bosnia Herzegovina,Perugia,61,67,300000,3,2,SUB,55,25,35,38,62,68
Paulinho,24,Brazil,FC Midtjylland,61,67,300000,3,2,LWB,76,61,57,64,56,56
T. Garcia,24,France,Paris FC,61,67,300000,2,2,SUB,71,38,51,54,57,62
M. Drennan,25,Republic of Ireland,St. Patrick's Athletic,61,66,350000,3,2,SUB,71,60,55,58,25,68
C. Thomas,25,England,Cheltenham Town,61,66,325000,3,2,SUB,70,50,59,58,58,70
J. Björkman,26,Sweden,AFC Eskilstuna,61,66,300000,3,2,RCB,52,23,36,42,60,65
J. Chalmers,25,Scotland,Ross County FC,61,66,290000,2,2,SUB,70,32,55,53,59,68
K. Wright,23,England,Örebro SK,61,66,300000,3,2,LB,74,32,48,60,54,65
S. Griffin,24,Republic of Ireland,Cork City,61,66,300000,3,3,LB,70,40,59,63,56,61
J. Robinson,25,United States,DC United,61,66,300000,2,2,SUB,70,28,39,41,60,69
E. Ham,25,Argentina,Argentinos Juniors,61,66,325000,3,2,SUB,70,53,59,63,54,67
L. Passerini,24,Argentina,CD Palestino,61,66,350000,3,2,LS,52,59,46,52,27,72
K. Wootton,22,England,Scunthorpe United,61,66,350000,3,2,SUB,65,57,45,59,26,69
J. Henríquez,25,Chile,Audax Italiano,61,66,325000,3,3,LCM,69,62,63,61,38,67
C. Horgan,24,Republic of Ireland,Cork City,61,66,300000,3,2,RB,67,31,55,59,57,64
Qi Tianyu,26,China PR,Shandong Luneng TaiShan FC,61,66,300000,3,2,RES,64,49,61,58,60,62
A. Mohammad,22,Denmark,Lyngby BK,61,66,325000,3,3,RW,81,49,46,69,21,51
F. Ghazi,25,Saudi Arabia,Al Shabab,61,66,290000,3,2,RES,77,26,46,57,59,66
T. Sugimoto,23,Japan,Matsumoto Yamaga,61,66,325000,3,2,SUB,75,40,58,68,39,47
Jeong Dong Yun,25,Korea Republic,Incheon United FC,61,66,290000,4,2,RES,67,31,56,56,57,63
K. Yajima,24,Japan,FC Tokyo,61,66,350000,3,2,SUB,70,51,51,61,36,69
A. Al Obud,24,Saudi Arabia,Al Ittihad,61,66,325000,2,2,SUB,83,58,49,64,19,53
R. Obermair,23,Germany,FC Carl Zeiss Jena,61,66,325000,4,2,SUB,62,63,55,68,41,55
Park Jun Hyeong,26,Korea Republic,Suwon Samsung Bluewings,61,66,300000,3,2,RES,58,23,37,30,60,68
E. Collier,24,New Zealand,Chicago Fire,61,66,325000,3,2,RES,62,56,57,60,44,70
H. Paul,25,Germany,TSV 1860 München,61,66,290000,4,2,RB,72,47,51,57,61,70
G. Henriksson,21,Sweden,IF Elfsborg,61,66,300000,2,2,SUB,62,39,56,46,59,61
F. Sjølstad,25,Norway,Molde FK,61,66,325000,3,2,SUB,71,41,56,60,56,68
F. Drinkuth,24,Germany,Hallescher FC,61,66,325000,4,2,SUB,73,56,55,62,24,62
D. Carrasco,24,Chile,Universidad de Chile,61,66,300000,2,2,SUB,62,27,34,35,60,67
M. Çelik,22,Turkey,SV Waldhof Mannheim,61,66,300000,3,2,SUB,75,31,47,60,56,51
T. Duponchelle,23,France,Le Mans FC,61,66,300000,3,2,SUB,69,28,46,59,59,66
P. Nsiah,24,France,Academica Clinceni,61,66,350000,3,2,RAM,78,58,38,59,23,61
M. Puschl,23,Austria,SCR Altach,61,66,325000,3,2,SUB,68,55,56,62,27,49
L. Sorrentino,23,Italy,Castellammare di Stabia,61,66,350000,2,2,SUB,50,60,38,55,27,65
J. Ruiz Gomez,25,Argentina,Central Córdoba,61,66,350000,3,3,RES,54,65,45,59,19,44
B. Nimaga,24,Mali,TSV Hartberg,61,66,325000,3,2,SUB,64,44,56,60,57,64
J. Powell,25,England,Crawley Town,61,65,325000,2,2,SUB,62,49,62,62,43,59
S. Kavanagh,25,Republic of Ireland,Shamrock Rovers,61,65,290000,3,3,SUB,66,56,61,64,58,59
Y. Takahashi,26,Japan,Sagan Tosu,61,65,290000,3,2,SUB,61,33,47,41,61,65
D. Serna,25,United States,Colorado Rapids,61,65,290000,3,2,SUB,74,61,60,64,54,45
P. Da Silva,24,Denmark,Lyngby BK,61,65,290000,3,2,LWB,75,35,54,60,53,73
C. Martin,24,United States,Minnesota United FC,61,65,300000,3,2,SUB,66,42,59,59,58,61
Kim Dong Jin,26,Korea Republic,Daegu FC,61,65,290000,3,2,SUB,66,24,33,47,60,68
S. Burgess,21,England,Port Vale,61,65,325000,3,3,SUB,75,59,55,62,40,50
K. Howkins,23,England,Newport County,61,65,290000,3,2,SUB,66,28,40,49,58,74
H. Belal,25,Saudi Arabia,Al Wehda,61,65,290000,3,2,SUB,48,42,52,53,60,70
R. Tongyik,22,Australia,Central Coast Mariners,61,65,290000,2,2,LCB,65,26,40,55,58,71
E. Maanane,24,France,Rodez Aveyron Football,61,65,325000,3,2,SUB,72,61,43,62,26,51
Ko Tae Won,26,Korea Republic,Sangju Sangmu FC,61,65,290000,3,2,SUB,62,29,36,42,60,66
M. Kanabah,26,Saudi Arabia,Al Fateh,61,65,290000,2,2,SUB,61,43,58,62,55,62
O. Hawsawi,25,Saudi Arabia,Al Hazem,61,65,290000,3,2,SUB,61,24,35,42,59,78
K. Anzai,24,Japan,Sagan Tosu,61,65,290000,2,2,RES,66,42,50,60,59,57
David Cardoso,24,Macau,FC Girondins de Bordeaux,61,65,290000,2,2,RES,61,31,37,43,63,61
A. Jenssen,25,Norway,Tromsø IL,61,65,290000,3,2,RCB,62,28,44,40,59,69
C. Găină,23,Romania,Academica Clinceni,61,65,290000,2,2,RES,58,24,40,35,61,68
A. Tchang-Tchong,25,France,Dijon FCO,61,65,290000,2,2,SUB,58,31,52,60,63,57
D. Jarl,27,Sweden,IK Sirius,61,64,270000,3,2,SUB,61,22,44,42,58,69
D. Amankwaa,25,Denmark,SønderjyskE,61,64,325000,3,3,SUB,81,54,52,63,25,57
G. Taft,25,England,Cambridge United,61,64,280000,3,2,LCB,54,35,50,49,57,76
E. Oyeleke,26,England,Port Vale,61,64,300000,3,2,RCM,77,51,57,64,60,70
B. Nugent,25,England,Stevenage,61,64,280000,3,2,LCB,43,35,37,31,60,72
F. Flores,25,Mexico,Tiburones Rojos de Veracruz,61,64,280000,2,2,SUB,64,44,54,57,59,61
A. Jagiełło,24,Poland,Piast Gliwice,61,64,325000,3,3,RES,75,56,59,66,37,35
A. Al Nazera,26,Saudi Arabia,Al Adalah,61,64,325000,3,3,LM,60,58,61,62,27,60
R. Hunt,23,England,Swindon Town,61,64,280000,4,2,RB,74,33,52,63,55,61
J. McCourt,23,England,Macclesfield Town,61,64,325000,3,2,RCM,66,54,58,57,59,71
L. Pierce,25,Argentina,FC Botoşani,61,64,300000,3,2,SUB,62,52,59,58,60,65
Sergio,27,Spain,CD Mirandés,61,64,270000,3,2,SUB,52,35,37,37,64,58
Chen Hao,26,China PR,Henan Jianye FC,61,64,280000,2,2,RCB,62,41,41,46,61,62
Shan Pengfei,26,China PR,Dalian YiFang FC,61,64,270000,3,2,RB,68,32,46,56,58,70
H. Acar,24,Turkey,Kayserispor,61,64,325000,3,2,RES,58,45,56,62,56,59
Li Yuanyi,25,China PR,Shenzhen FC,61,64,325000,4,2,RM,68,57,57,61,46,59
T. Rieder,25,Germany,FC Augsburg,61,64,280000,3,2,RES,57,33,42,46,66,67
N. Giraldo,26,Colombia,Envigado FC,61,64,270000,3,2,SUB,66,44,53,59,57,66
Guo Hao,26,China PR,Tianjin TEDA FC,61,64,280000,3,2,SUB,72,37,52,63,58,68
A. Alégué,22,Cameroon,FC Nantes,61,64,325000,2,3,RES,67,56,56,66,28,45
S. Keskin,25,Turkey,Gazişehir Gaziantep F.K.,61,64,280000,3,2,RES,71,47,53,63,57,57
A. May,25,England,Doncaster Rovers,61,64,325000,3,2,SUB,85,60,44,64,32,63
T. Iida,24,Japan,Shimizu S-Pulse,61,64,280000,2,2,SUB,77,36,54,61,54,62
M. Al Dhaw,25,Sudan,Al Fateh,61,64,325000,3,3,RES,70,57,57,63,40,59
E. Cicerelli,24,Italy,US Salernitana 1919,61,64,325000,4,2,RES,67,57,54,67,28,41
C. Cooke,26,England,St. Mirren,61,64,325000,3,2,SUB,68,60,48,58,27,67
I. Rønning,26,Norway,Ranheim Fotball,61,64,325000,2,2,SUB,59,61,43,49,26,68
Víctor Ruiz,25,Spain,FC St. Gallen,61,64,325000,3,3,LCM,77,51,56,65,31,47
A. Budimbu,24,Germany,MSV Duisburg,61,64,325000,4,2,RES,74,51,54,63,28,66
R. Ivey,25,Panama,Deportivo Pasto,61,64,325000,2,2,SUB,80,50,53,65,35,47
A. Al Zubaidi,26,Saudi Arabia,Al Wehda,61,63,270000,3,2,SUB,75,49,55,57,54,75
E. Yeşilyurt,25,Germany,Sivasspor,61,63,300000,5,3,RM,64,50,57,65,31,58
J. Pearson,26,England,Macclesfield Town,61,63,270000,3,2,SUB,65,35,48,55,59,65
B. Garmston,25,Republic of Ireland,Gillingham,61,63,270000,2,2,SUB,90,44,52,59,54,63
D. Orellana,26,Chile,CD Everton de Viña del Mar,61,63,300000,3,2,RCM,67,45,62,62,57,63
Baek Dong Gyu,28,Korea Republic,Sangju Sangmu FC,61,63,250000,3,2,SUB,49,36,45,46,60,70
Kim Su An,26,Korea Republic,Ulsan Hyundai FC,61,63,300000,2,3,SUB,69,50,40,57,49,67
D. Kozica,26,Sweden,AFC Eskilstuna,61,63,300000,3,2,SUB,74,58,58,67,41,59
